"","Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Nacionality","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Target"
"868","Single",1,7,1,12,1,"0","0","0","1","1","1",29,"0","Dropout"
"869","Single",1,11,1,1,1,"0","0","0","1","1","0",20,"0","Graduate"
"870","Single",1,2,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"871","Single",1,11,1,1,1,"0","0","0","1","1","0",20,"0","Graduate"
"872","Married",1,7,1,1,1,"1","0","0","1","1","0",33,"0","Dropout"
"873","Single",1,17,0,1,1,"0","0","0","1","1","0",30,"0","Graduate"
"874","Single",1,13,1,1,1,"0","0","0","1","1","1",21,"0","Enrolled"
"875","Single",1,4,1,1,1,"0","0","1","1","1","0",18,"0","Graduate"
"876","Single",1,12,1,1,1,"0","0","0","1","1","1",19,"0","Graduate"
"877","Single",1,5,1,1,1,"0","0","0","1","1","1",21,"0","Dropout"
"878","Single",2,13,1,1,1,"0","0","0","1","1","1",25,"0","Dropout"
"879","Single",2,14,1,1,1,"0","0","0","1","1","0",19,"0","Graduate"
"880","Single",1,5,1,14,1,"1","0","0","1","1","0",23,"0","Dropout"
"881","Single",2,5,1,1,1,"1","0","0","1","1","1",19,"0","Graduate"
"882","Single",1,2,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"883","Single",1,4,1,1,1,"0","0","1","0","1","0",31,"0","Dropout"
"884","Single",1,4,1,1,1,"0","0","1","0","1","0",32,"0","Dropout"
"885","Single",2,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"886","Single",1,15,1,6,1,"1","0","0","1","0","0",34,"0","Graduate"
"887","Single",6,15,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"888","Single",2,10,1,1,1,"1","0","0","1","0","1",53,"0","Graduate"
"889","Single",1,12,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"890","Single",3,15,1,1,1,"0","0","0","1","0","1",20,"0","Graduate"
"891","Single",2,15,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"892","Single",1,2,1,1,1,"0","0","0","0","0","0",32,"0","Dropout"
"893","Single",1,12,1,1,1,"1","0","0","1","0","1",21,"0","Graduate"
"894","Single",1,3,0,3,1,"0","0","0","0","0","0",26,"0","Dropout"
"895","Single",1,6,1,14,1,"1","0","0","1","0","0",26,"0","Graduate"
"896","Married",1,17,0,14,1,"0","0","0","0","0","0",21,"0","Dropout"
"897","Single",1,15,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"898","Single",1,5,1,14,1,"1","0","0","1","0","1",21,"0","Graduate"
"899","Single",1,11,1,1,1,"1","0","0","1","0","0",21,"0","Enrolled"
"900","Single",1,14,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"901","Single",1,9,1,1,1,"0","0","0","1","0","0",19,"0","Dropout"
"902","Single",2,10,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"903","Single",1,12,1,3,1,"1","0","0","1","0","0",27,"0","Graduate"
"904","Single",2,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"905","Single",2,9,1,1,1,"1","0","0","1","0","0",20,"0","Dropout"
"906","Single",3,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"907","Single",4,14,1,1,1,"1","0","0","1","0","0",20,"0","Dropout"
"908","Single",2,10,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"909","Single",5,10,1,1,1,"1","0","0","1","0","0",20,"0","Enrolled"
"910","Single",1,2,1,1,1,"0","0","0","1","0","0",20,"0","Dropout"
"911","Single",1,16,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"912","Single",1,6,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"913","Married",1,17,0,1,1,"0","0","0","0","0","0",38,"0","Dropout"
"914","Divorced",1,3,0,1,1,"0","0","0","1","0","0",42,"0","Graduate"
"915","Single",1,12,1,1,1,"0","0","0","1","0","0",32,"0","Dropout"
"916","Single",1,15,1,1,12,"1","0","0","1","0","0",22,"1","Graduate"
"917","Married",1,17,0,1,1,"1","0","0","1","0","0",28,"0","Dropout"
"918","Married",1,3,0,7,1,"1","0","0","1","0","0",37,"0","Dropout"
"919","Married",1,4,1,14,1,"0","0","0","1","0","0",43,"0","Graduate"
"920","Legally separated",1,3,0,1,1,"0","0","0","1","0","1",41,"0","Graduate"
"921","Divorced",1,3,0,12,1,"0","0","0","1","0","1",29,"0","Graduate"
"922","Single",1,3,0,1,1,"0","0","0","1","0","1",35,"0","Graduate"
"923","Single",6,10,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"924","Single",1,12,1,12,1,"0","0","0","0","0","1",39,"0","Dropout"
"925","Divorced",1,17,0,1,1,"0","0","0","1","0","0",37,"0","Enrolled"
"926","Single",1,12,1,1,1,"1","0","0","1","0","1",26,"0","Graduate"
"927","Single",1,6,1,3,1,"1","0","0","1","0","0",32,"0","Dropout"
"928","Married",1,3,0,1,1,"0","0","1","1","0","0",37,"0","Enrolled"
"929","Single",1,6,1,1,1,"1","0","1","1","0","0",28,"0","Enrolled"
"930","Single",1,10,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"931","Single",5,9,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"932","Single",1,16,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"933","Married",1,14,1,3,1,"0","0","0","1","0","0",32,"0","Graduate"
"934","Married",1,9,1,1,1,"1","0","0","1","0","0",31,"0","Dropout"
"935","Single",1,12,1,1,1,"1","0","0","1","0","0",34,"0","Enrolled"
"936","Single",3,2,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"937","Single",1,12,1,12,1,"0","0","0","1","0","0",28,"0","Dropout"
"938","Single",1,17,0,14,1,"0","0","0","1","0","0",31,"0","Enrolled"
"939","Single",1,15,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"940","Divorced",1,3,0,12,1,"0","0","0","0","0","0",31,"0","Dropout"
"941","Single",3,15,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"942","Single",1,10,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"943","Married",1,10,1,12,1,"1","0","0","1","0","0",31,"0","Enrolled"
"944","Single",1,6,1,3,1,"0","0","0","1","0","0",34,"0","Dropout"
"945","Single",1,13,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"946","Single",2,11,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"947","Single",1,9,1,1,1,"0","0","1","1","1","0",19,"0","Graduate"
"948","Single",2,15,1,1,1,"1","0","0","0","1","1",22,"0","Dropout"
"949","Married",1,14,1,1,1,"0","0","0","1","1","0",32,"0","Graduate"
"950","Single",1,9,1,1,1,"0","0","0","1","1","0",61,"0","Dropout"
"951","Single",1,17,0,1,1,"1","0","0","1","1","0",30,"0","Graduate"
"952","Married",1,17,0,1,1,"0","0","1","0","1","0",45,"0","Dropout"
"953","Single",1,4,1,14,1,"0","0","0","1","1","0",20,"0","Graduate"
"954","Single",5,12,1,1,1,"0","0","0","1","0","0",19,"0","Dropout"
"955","Single",1,7,1,1,1,"1","0","0","1","1","0",26,"0","Dropout"
"956","Single",4,14,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"957","Single",1,15,1,1,1,"0","0","0","1","1","1",19,"0","Graduate"
"958","Single",3,15,1,1,1,"1","0","0","1","1","0",19,"0","Graduate"
"959","Single",1,9,1,1,1,"1","0","0","1","1","1",19,"0","Graduate"
"960","Single",3,14,1,1,1,"1","0","0","0","1","0",19,"0","Dropout"
"961","Single",1,14,1,1,1,"1","0","0","0","1","0",28,"0","Dropout"
"962","Single",1,9,1,1,1,"0","0","0","1","1","0",24,"0","Graduate"
"963","Single",1,8,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"964","Single",2,7,1,1,1,"0","0","0","1","1","0",18,"0","Enrolled"
"965","Single",1,15,1,1,1,"1","0","0","1","1","1",18,"0","Graduate"
"966","Single",1,4,1,14,1,"0","0","0","1","1","0",21,"0","Graduate"
"967","Married",1,17,0,1,1,"0","0","0","0","1","0",28,"0","Dropout"
"968","Single",1,4,1,9,1,"0","0","0","1","1","0",58,"0","Dropout"
"969","Married",1,17,0,1,1,"1","0","0","0","1","0",49,"0","Dropout"
"970","Single",1,7,1,1,1,"0","0","0","1","1","0",24,"0","Enrolled"
"971","Single",1,14,1,1,1,"0","0","0","1","1","0",25,"0","Graduate"
"972","Divorced",1,9,1,1,1,"1","0","0","1","1","0",33,"0","Dropout"
"973","Married",2,7,1,12,1,"0","0","0","0","1","0",33,"0","Dropout"
"974","Married",1,16,1,1,1,"0","0","0","1","1","0",40,"0","Graduate"
"975","Married",1,17,0,1,1,"0","0","0","1","1","0",48,"0","Graduate"
"976","Single",3,7,1,1,1,"1","0","1","0","1","0",18,"0","Enrolled"
"977","Single",1,12,1,12,1,"1","0","0","1","1","0",24,"0","Graduate"
"978","Married",1,6,1,1,1,"0","0","0","1","1","1",23,"0","Graduate"
"979","Single",1,17,0,12,1,"1","0","1","0","1","0",39,"0","Dropout"
"980","Single",1,4,1,1,1,"0","0","0","1","1","0",21,"0","Graduate"
"981","Single",1,7,1,6,1,"1","0","0","1","1","0",34,"0","Dropout"
"982","Married",1,17,0,1,1,"0","0","0","1","1","1",41,"0","Enrolled"
"983","Single",1,15,1,1,1,"0","0","0","1","1","0",18,"0","Graduate"
"984","Married",1,17,0,1,1,"0","0","0","1","1","0",34,"0","Enrolled"
"985","Single",1,9,1,1,1,"0","0","0","1","1","0",19,"0","Dropout"
"986","Single",1,12,1,1,1,"0","0","0","1","1","0",19,"0","Graduate"
"987","Single",1,4,1,4,1,"0","0","0","1","1","0",28,"0","Graduate"
"988","Single",1,5,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"989","Single",1,10,1,1,1,"1","0","0","1","1","0",19,"0","Dropout"
"990","Single",2,6,1,1,1,"1","0","1","0","1","0",19,"0","Dropout"
"991","Single",1,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"992","Single",1,8,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"993","Single",1,15,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"994","Single",2,10,1,14,1,"1","0","0","1","0","0",19,"0","Graduate"
"995","Married",1,10,1,3,1,"0","0","0","1","0","0",31,"0","Graduate"
"996","Single",1,3,0,1,1,"0","0","0","1","0","1",33,"0","Graduate"
"997","Single",3,12,1,1,1,"1","0","0","1","0","1",20,"0","Enrolled"
"998","Single",1,6,1,14,3,"1","0","0","1","0","0",22,"1","Enrolled"
"999","Single",1,11,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1000","Single",3,5,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"1001","Single",3,5,1,1,1,"0","1","0","1","0","0",18,"0","Dropout"
"1002","Single",5,14,1,1,1,"1","0","0","0","0","0",18,"0","Dropout"
"1003","Single",1,2,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1004","Single",2,9,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1005","Single",2,10,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"1006","Single",1,6,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1007","Single",6,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1008","Single",1,10,1,16,1,"1","0","0","1","0","0",21,"0","Graduate"
"1009","Single",1,12,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"1010","Single",3,14,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1011","Single",2,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1012","Single",1,12,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"1013","Single",1,9,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"1014","Single",2,15,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"1015","Single",2,9,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"1016","Single",1,11,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"1017","Single",1,9,1,1,1,"1","0","1","1","0","1",19,"0","Dropout"
"1018","Single",1,5,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"1019","Single",4,14,1,1,1,"1","1","1","0","0","1",18,"0","Dropout"
"1020","Single",3,15,1,1,1,"1","0","1","1","0","1",19,"0","Graduate"
"1021","Single",2,12,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"1022","Single",1,9,1,14,1,"1","0","0","1","0","0",21,"0","Graduate"
"1023","Single",2,12,1,1,1,"0","0","0","1","0","0",21,"0","Graduate"
"1024","Single",1,5,1,1,1,"0","0","0","1","0","0",20,"0","Graduate"
"1025","Single",2,16,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1026","Single",3,6,1,1,1,"0","0","0","0","0","0",21,"0","Dropout"
"1027","Single",1,6,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1028","Single",5,11,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"1029","Single",2,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1030","Single",4,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1031","Single",2,9,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1032","Single",1,16,1,1,1,"0","0","0","1","0","1",18,"0","Enrolled"
"1033","Single",1,15,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1034","Single",1,6,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1035","Single",1,5,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"1036","Single",3,5,1,1,1,"0","0","0","1","0","1",18,"0","Enrolled"
"1037","Single",1,10,1,1,1,"0","0","0","1","0","0",18,"0","Dropout"
"1038","Single",1,10,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1039","Single",1,6,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"1040","Single",1,16,1,1,1,"0","0","0","1","0","0",18,"0","Enrolled"
"1041","Single",4,5,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1042","Single",6,12,1,1,1,"0","0","0","1","0","1",20,"0","Graduate"
"1043","Divorced",1,14,1,1,1,"0","0","0","1","0","0",40,"0","Graduate"
"1044","Single",6,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1045","Single",5,11,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1046","Single",1,17,0,15,1,"0","0","0","1","0","0",24,"0","Dropout"
"1047","Single",3,15,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"1048","Single",6,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1049","Single",1,12,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"1050","Single",1,12,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1051","Single",1,2,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1052","Single",2,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1053","Single",3,12,1,1,1,"1","0","0","1","0","0",18,"0","Dropout"
"1054","Single",1,6,1,14,1,"1","0","0","1","0","0",19,"0","Graduate"
"1055","Single",2,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1056","Single",1,12,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"1057","Single",2,12,1,1,1,"1","0","0","1","0","1",19,"0","Dropout"
"1058","Single",1,12,1,1,1,"0","0","0","1","0","0",19,"0","Graduate"
"1059","Single",1,14,1,9,1,"1","0","1","0","0","0",25,"0","Dropout"
"1060","Single",1,12,1,1,1,"0","0","0","1","0","0",20,"0","Graduate"
"1061","Single",1,10,1,16,1,"0","0","1","0","0","0",23,"0","Dropout"
"1062","Single",1,5,1,1,1,"0","0","0","1","0","0",20,"0","Dropout"
"1063","Single",1,3,0,1,1,"0","0","0","1","0","0",27,"0","Graduate"
"1064","Single",1,12,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1065","Single",1,16,1,1,1,"1","0","1","1","0","0",18,"0","Enrolled"
"1066","Single",1,3,0,15,1,"1","0","1","0","0","0",23,"0","Dropout"
"1067","Single",6,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1068","Single",1,9,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1069","Single",1,12,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"1070","Single",2,14,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1071","Single",1,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1072","Single",1,10,1,14,1,"1","0","0","1","0","1",19,"0","Graduate"
"1073","Single",1,16,1,1,1,"0","0","0","1","0","0",19,"0","Enrolled"
"1074","Single",1,6,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1075","Single",1,10,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1076","Single",2,15,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1077","Single",1,16,1,1,1,"0","0","0","0","0","0",28,"0","Dropout"
"1078","Single",1,11,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"1079","Single",1,2,1,1,1,"1","0","1","1","0","0",20,"0","Dropout"
"1080","Single",2,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1081","Single",1,5,1,1,1,"0","1","0","1","0","1",20,"0","Graduate"
"1082","Single",2,11,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1083","Single",1,5,1,1,1,"1","0","0","1","0","0",21,"0","Enrolled"
"1084","Single",1,16,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1085","Single",2,5,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1086","Single",2,8,1,1,1,"0","0","0","1","0","0",19,"0","Dropout"
"1087","Single",1,14,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"1088","Single",1,15,1,1,1,"0","0","1","1","0","0",20,"0","Graduate"
"1089","Single",2,16,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"1090","Single",1,2,1,1,1,"0","0","0","1","0","0",18,"0","Enrolled"
"1091","Single",1,8,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1092","Single",3,15,1,1,1,"0","0","0","1","0","0",18,"0","Dropout"
"1093","Single",3,10,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1094","Single",4,15,1,1,1,"1","0","0","1","0","0",20,"0","Dropout"
"1095","Single",3,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1096","Single",1,16,1,1,1,"1","0","1","0","0","0",21,"0","Dropout"
"1097","Single",1,14,1,3,1,"1","0","1","0","0","0",20,"0","Dropout"
"1098","Single",1,11,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1099","Single",1,15,1,1,1,"0","0","0","1","0","1",20,"0","Graduate"
"1100","Single",2,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1101","Single",1,6,1,6,1,"1","0","0","1","0","0",22,"0","Dropout"
"1102","Single",1,8,1,1,1,"1","0","0","0","0","0",22,"0","Dropout"
"1103","Single",2,16,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"1104","Single",1,9,1,1,1,"0","0","0","1","0","0",21,"0","Enrolled"
"1105","Single",1,10,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1106","Single",4,2,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"1107","Single",2,12,1,1,1,"1","0","0","1","0","1",20,"0","Dropout"
"1108","Single",3,12,1,1,1,"1","0","1","1","0","1",18,"0","Graduate"
"1109","Single",1,17,0,16,1,"0","0","0","0","0","0",22,"0","Dropout"
"1110","Single",4,6,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"1111","Single",1,4,1,14,1,"0","0","0","1","0","0",19,"0","Graduate"
"1112","Single",5,12,1,1,1,"1","0","0","1","0","1",19,"0","Graduate"
"1113","Single",2,12,1,1,1,"1","0","0","1","0","1",20,"0","Enrolled"
"1114","Single",1,17,0,1,1,"0","0","0","1","0","0",25,"0","Enrolled"
"1115","Single",1,12,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"1116","Single",1,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1117","Single",1,5,1,1,1,"1","0","0","0","0","0",19,"0","Dropout"
"1118","Single",1,12,1,1,1,"0","0","0","1","0","0",20,"0","Graduate"
"1119","Single",2,13,1,1,1,"1","0","0","1","0","0",25,"0","Enrolled"
"1120","Single",1,12,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"1121","Single",1,10,1,1,1,"1","0","0","1","0","0",24,"0","Enrolled"
"1122","Single",3,14,1,1,1,"0","0","0","1","0","0",20,"0","Graduate"
"1123","Single",1,12,1,1,1,"1","0","0","1","0","0",21,"0","Graduate"
"1124","Single",1,4,1,14,1,"0","0","1","1","0","1",19,"0","Graduate"
"1125","Single",1,15,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"1126","Single",2,14,1,1,1,"0","0","0","1","0","1",21,"0","Graduate"
"1127","Single",1,12,1,3,1,"0","0","0","1","0","0",28,"0","Graduate"
"1128","Single",1,10,1,1,1,"1","0","1","0","0","1",19,"0","Graduate"
"1129","Single",1,9,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"1130","Facto union",5,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1131","Single",3,12,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1132","Single",1,12,1,1,1,"1","0","0","1","0","0",22,"0","Graduate"
"1133","Single",1,9,1,1,1,"1","0","0","1","0","0",19,"0","Enrolled"
"1134","Single",1,12,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"1135","Single",1,11,1,1,1,"0","0","0","0","0","0",20,"0","Dropout"
"1136","Single",1,2,1,14,1,"0","0","0","0","0","0",26,"0","Dropout"
"1137","Single",3,5,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1138","Single",1,11,1,1,1,"1","0","0","1","0","1",21,"0","Dropout"
"1139","Single",4,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1140","Single",1,6,1,1,1,"1","0","0","1","0","0",20,"0","Graduate"
"1141","Single",6,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1142","Single",6,9,1,1,1,"0","0","0","1","0","1",19,"0","Enrolled"
"1143","Single",1,14,1,1,1,"1","0","0","1","0","0",20,"0","Dropout"
"1144","Single",1,16,1,1,1,"0","0","1","1","0","1",18,"0","Graduate"
"1145","Single",2,9,1,1,1,"1","0","0","1","0","1",20,"0","Enrolled"
"1146","Single",2,3,0,1,1,"1","0","0","1","0","0",22,"0","Graduate"
"1147","Single",1,2,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"1148","Single",1,17,0,1,1,"0","0","0","1","0","0",21,"0","Graduate"
"1149","Single",2,16,1,1,1,"0","0","0","1","0","0",18,"0","Enrolled"
"1150","Single",1,12,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1151","Single",1,5,1,1,1,"0","1","0","1","0","1",18,"0","Graduate"
"1152","Single",1,2,1,1,1,"1","0","0","1","0","0",19,"0","Dropout"
"1153","Single",3,9,1,1,1,"1","0","0","1","0","0",19,"0","Enrolled"
"1154","Single",1,12,1,1,1,"1","0","0","1","0","0",19,"0","Enrolled"
"1155","Single",3,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1156","Single",1,9,1,1,1,"1","0","0","1","0","0",19,"0","Enrolled"
"1157","Single",1,11,1,1,1,"1","0","0","0","0","0",19,"0","Dropout"
"1158","Single",4,11,1,1,1,"1","0","0","1","0","1",21,"0","Graduate"
"1159","Single",2,15,1,1,14,"0","0","0","1","0","1",20,"1","Graduate"
"1160","Single",1,9,1,1,1,"1","0","0","1","0","1",20,"0","Graduate"
"1161","Single",1,17,0,12,1,"0","0","0","1","0","0",41,"0","Graduate"
"1162","Divorced",1,12,1,15,1,"1","0","0","1","0","0",32,"0","Enrolled"
"1163","Single",3,12,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1164","Divorced",1,3,0,1,1,"0","0","0","1","0","1",35,"0","Graduate"
"1165","Single",1,12,1,1,1,"0","0","1","0","0","0",32,"0","Dropout"
"1166","Single",1,3,0,15,1,"0","0","0","1","0","0",37,"0","Graduate"
"1167","Married",2,9,1,3,1,"0","0","0","1","0","0",30,"0","Dropout"
"1168","Single",2,15,1,1,1,"0","0","0","1","1","0",23,"0","Graduate"
"1169","Single",2,15,1,1,1,"1","0","0","1","0","1",20,"0","Dropout"
"1170","Single",1,14,1,1,1,"0","0","0","1","1","0",21,"0","Graduate"
"1171","Single",1,9,1,1,1,"0","0","0","1","1","0",19,"0","Graduate"
"1172","Single",4,12,1,1,1,"1","0","0","1","1","1",18,"0","Graduate"
"1173","Single",1,7,1,1,1,"0","0","0","1","1","0",18,"0","Dropout"
"1174","Single",1,17,0,1,1,"0","0","0","1","1","0",24,"0","Enrolled"
"1175","Single",1,14,1,1,1,"1","0","0","1","1","0",22,"0","Graduate"
"1176","Single",4,11,1,1,1,"1","0","0","1","1","0",18,"0","Dropout"
"1177","Single",2,10,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1178","Single",2,5,1,1,17,"1","0","0","1","1","0",21,"1","Graduate"
"1179","Divorced",1,12,1,1,1,"0","0","1","1","0","0",38,"0","Dropout"
"1180","Single",1,13,1,1,1,"0","0","0","1","0","1",19,"0","Graduate"
"1181","Legally separated",1,12,1,1,1,"0","0","0","1","0","0",36,"0","Dropout"
"1182","Single",1,6,1,1,1,"1","0","0","1","0","0",18,"0","Graduate"
"1183","Single",3,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1184","Single",1,6,1,16,1,"0","0","1","0","0","0",21,"0","Dropout"
"1185","Single",2,12,1,1,1,"1","0","0","1","0","0",19,"0","Enrolled"
"1186","Single",1,10,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"1187","Married",1,12,1,3,1,"1","0","0","1","0","0",45,"0","Enrolled"
"1188","Single",1,9,1,1,1,"1","0","0","1","0","0",20,"0","Dropout"
"1189","Single",1,11,1,1,1,"1","0","1","1","0","0",18,"0","Graduate"
"1190","Single",1,14,1,1,1,"0","0","0","1","0","1",18,"0","Graduate"
"1191","Single",2,8,1,3,1,"0","0","0","1","0","0",25,"0","Dropout"
"1192","Single",6,12,1,1,1,"1","0","0","1","0","0",19,"0","Graduate"
"1193","Single",1,2,1,1,1,"1","0","0","1","0","1",18,"0","Graduate"
"1194","Single",1,11,1,15,1,"0","0","0","1","0","0",39,"0","Graduate"
"1195","Married",1,4,1,1,1,"0","0","0","1","0","0",29,"0","Graduate"
"1196","Single",1,16,1,1,1,"1","0","0","1","0","0",18,"0","Enrolled"
"1197","Single",1,5,1,3,1,"0","0","0","0","0","0",23,"0","Dropout"
"1198","Single",1,16,1,1,1,"1","0","0","1","0","0",21,"0","Dropout"
"1199","Single",1,10,1,1,1,"0","0","0","0","0","0",18,"0","Graduate"
"1200","Single",1,6,1,15,1,"1","0","0","1","0","0",23,"0","Graduate"
"1201","Single",1,8,1,1,1,"0","0","0","1","0","0",18,"0","Graduate"
"1202","Married",1,3,0,12,1,"0","0","0","1","0","0",32,"0","Graduate"
"1203","Married",2,9,1,1,1,"0","0","1","0","0","0",29,"0","Dropout"
"1204","Single",6,10,1,1,1,"1","0","1","1","0","1",20,"0","Graduate"
"1205","Single",1,10,1,1,1,"1","0","0","0","0","0",28,"0","Dropout"
"1206","Single",1,9,1,3,1,"0","0","0","1","0","0",27,"0","Graduate"
"1207","Single",2,12,1,1,1,"0","0","1","1","0","0",22,"0","Graduate"
